user_id,account_type,country,signup_date,total_trades,total_volume,buy_volume,sell_volume,unique_tickers_traded,first_trade_date,last_trade_date,retention_rate,days_active
U0331,premium,CA,2024-08-21,40,234541.12,166223.74000000002,68317.38,7,2024-01-15,2025-12-14,75.0,480
U0779,gold,UK,2024-06-21,47,384178.52999999997,236835.88,147342.65000000002,7,2024-01-15,2025-12-19,78.95,546
U0601,gold,US,2024-12-02,53,433057.3499999999,261797.81,171259.54,7,2024-01-01,2025-12-24,86.36,387
U0761,gold,US,2024-08-29,37,235038.63999999998,169474.61000000002,65564.03,6,2024-01-19,2025-12-12,64.71,470
U0817,premium,US,2024-08-29,50,399090.48000000016,226573.96000000002,172516.52,7,2024-02-08,2025-12-20,80.0,478
U0616,gold,AU,2024-04-05,50,419768.87000000005,174774.56999999995,244994.30000000005,7,2024-02-03,2025-12-25,85.71,629
U0450,premium,AU,2024-06-22,66,524625.5300000001,296676.2099999999,227949.31999999998,7,2024-01-03,2025-12-21,95.83,547
U0511,premium,CA,2024-02-22,48,430389.82,250630.09999999998,179759.71999999997,7,2024-01-14,2025-12-25,80.95,672
U0305,gold,US,2024-10-21,43,352337.03,202128.34000000003,150208.69,7,2024-01-19,2025-12-09,80.0,414
U0163,gold,UK,2024-07-25,45,389001.00999999995,187887.40000000002,201113.61,7,2024-03-10,2025-11-22,77.78,485
U0608,premium,US,2024-04-12,49,340663.1299999999,130226.54999999997,210436.58000000005,7,2024-01-25,2025-12-29,80.95,626
U0780,basic,CA,2024-12-11,32,264491.81,95870.76999999999,168621.04,7,2024-03-06,2025-12-31,70.59,385
U0121,gold,CA,2024-05-24,46,291231.5800000001,81403.29999999999,209828.28000000003,7,2024-01-08,2025-12-15,86.36,570
U0390,basic,UK,2024-09-13,46,394941.63999999996,257512.13999999998,137429.50000000003,7,2024-01-29,2025-12-19,80.95,462
U0151,basic,UK,2024-02-29,52,454725.29,183150.13000000003,271575.16,7,2024-01-14,2025-12-25,86.36,665
U0719,basic,UK,2024-11-09,44,299266.33,105706.83000000002,193559.49999999997,7,2024-01-06,2025-12-09,86.36,395
U0469,basic,UK,2024-12-02,50,417811.06999999995,227899.29,189911.77999999997,7,2024-01-20,2025-12-03,86.36,366
U0380,basic,UK,2024-09-11,48,310736.18000000005,115528.20999999999,195207.97,7,2024-01-24,2025-11-03,85.0,418
U0574,gold,AU,2024-01-28,59,442652.83999999997,225134.57,217518.27000000005,7,2024-01-27,2025-12-15,75.0,687
U0989,basic,US,2024-12-29,43,374634.7199999999,144285.31000000003,230349.40999999992,7,2024-01-17,2025-12-31,73.68,367
U0750,premium,CA,2024-06-25,47,421310.69999999995,246672.19,174638.50999999998,7,2024-01-09,2025-12-21,80.95,544
U0021,premium,UK,2024-07-13,47,345926.5600000001,158111.79000000004,187814.77,7,2024-01-24,2025-12-08,91.3,513
U0439,premium,AU,2024-09-02,55,468334.12,155564.93,312769.18999999994,7,2024-01-10,2025-12-19,80.95,473
U0258,premium,UK,2024-10-10,48,344874.97000000003,207214.35999999996,137660.61000000002,7,2024-01-20,2025-12-31,86.36,447
U0003,gold,US,2024-03-12,62,520153.1699999999,208368.46000000002,311784.7099999999,7,2024-01-08,2025-12-15,91.3,643
U0246,premium,AU,2024-01-15,49,429176.80999999994,195764.75999999998,233412.05000000002,7,2024-01-10,2025-12-09,80.95,694
U0762,gold,US,2024-03-11,55,420578.49999999994,223508.79000000007,197069.71,7,2024-01-11,2025-12-24,80.95,653
U0579,premium,US,2024-03-11,42,366885.15000000014,140063.96999999997,226821.18,7,2024-01-03,2025-12-18,85.0,647
U0521,premium,US,2024-09-16,46,441143.42000000004,169971.68,271171.74,7,2024-01-06,2025-12-27,80.95,467
U0540,premium,CA,2024-05-09,40,321041.9999999998,132160.11,188881.89,7,2024-03-06,2025-12-27,85.0,597
U0320,gold,AU,2024-07-04,62,495546.7700000002,236780.12,258766.64999999997,7,2024-01-22,2025-12-23,91.3,537
U0749,premium,AU,2024-10-20,61,549473.5199999999,268101.17000000004,281372.35,7,2024-01-02,2025-12-19,91.3,425
U0688,premium,UK,2024-06-12,48,424147.2499999998,200672.28,223474.96999999997,7,2024-01-04,2025-12-19,80.95,555
U0459,premium,AU,2024-03-03,43,324975.74,167722.77000000005,157252.96999999997,7,2024-01-05,2025-12-07,80.0,644
U0682,premium,AU,2024-12-16,54,429447.26999999996,170974.58999999997,258472.68,7,2024-01-13,2025-12-28,86.36,377
U0680,gold,UK,2024-11-17,41,402643.55000000005,183776.61999999997,218866.93,7,2024-01-05,2025-12-26,75.0,404
U0597,gold,US,2024-08-28,47,389224.93999999994,162414.57,226810.37,7,2024-01-05,2025-12-30,85.0,489
U0289,premium,AU,2024-12-18,52,461963.0999999999,157685.5,304277.60000000003,7,2024-01-28,2025-11-28,73.68,345
U0057,basic,US,2024-10-17,49,445750.25,231269.24,214481.00999999998,7,2024-01-06,2025-10-26,84.21,374
U0270,gold,CA,2024-05-29,49,447554.92999999993,262850.08999999997,184704.84,7,2024-01-13,2025-12-15,80.95,565
U0795,basic,CA,2024-11-10,45,349829.37000000005,176847.18,172982.18999999997,7,2024-01-07,2025-12-12,80.95,397
U0385,gold,US,2024-08-13,56,500145.0,201939.36000000002,298205.64,7,2024-01-03,2025-12-21,86.36,495
U0346,gold,US,2024-08-13,45,346394.56999999995,161355.56,185039.01,7,2024-01-03,2025-12-20,75.0,494
U0323,basic,AU,2024-08-12,47,393010.24000000005,157805.85,235204.39,7,2024-01-21,2025-12-16,86.36,491
U0060,premium,CA,2024-08-31,43,293435.30000000005,162973.07,130462.23000000001,7,2024-02-18,2025-11-17,85.0,443
U0840,basic,UK,2024-11-02,55,347789.1,190377.98999999993,157411.11000000002,7,2024-01-03,2025-12-26,80.95,419
U0322,premium,CA,2024-05-16,46,316447.24999999994,133650.1,182797.14999999997,7,2024-01-02,2025-10-19,90.0,521
U0444,premium,UK,2024-05-20,53,362292.23,145729.37,216562.86000000002,7,2024-02-11,2025-12-24,90.91,583
U0392,premium,US,2024-06-22,47,348549.66000000003,167226.29,181323.37,7,2024-01-13,2025-12-23,86.36,549
U0715,basic,US,2024-01-21,58,492316.0000000001,249479.93999999997,242836.05999999997,7,2024-01-03,2025-12-12,91.3,691
U0971,gold,UK,2024-01-19,44,375635.91,193143.78999999998,182492.12,7,2024-01-02,2025-12-20,86.36,701
U0665,premium,CA,2024-09-22,50,395917.86000000004,187523.91,208393.94999999998,7,2024-01-06,2025-12-20,80.95,454
U0667,premium,CA,2024-12-29,49,351779.93000000005,205746.97999999998,146032.95,7,2024-03-13,2025-12-25,78.95,361
U0965,basic,AU,2024-12-10,43,253118.18,174654.33000000002,78463.85,7,2024-01-09,2025-12-23,75.0,378
U0700,basic,AU,2024-07-20,61,454963.7900000001,215434.46999999997,239529.32,7,2024-01-02,2025-12-29,86.36,527
U0634,gold,US,2024-07-15,52,438904.38,247263.06,191641.32000000004,7,2024-01-16,2025-12-15,86.36,518
U0708,premium,CA,2024-10-18,50,411887.4700000001,145996.32,265891.15,7,2024-01-07,2025-12-19,80.95,427
U0821,gold,US,2024-07-11,42,318925.2399999999,86204.18000000001,232721.06,7,2024-03-07,2025-12-23,78.95,530
U0726,gold,US,2024-12-18,43,355291.6799999999,174960.36000000002,180331.31999999998,7,2024-01-03,2025-10-17,85.0,303
U0147,basic,UK,2024-06-17,54,532804.8600000001,315280.97,217523.89,7,2024-01-31,2025-12-27,80.95,558
U0414,basic,AU,2024-08-15,45,384358.97000000003,202380.21,181978.75999999998,7,2024-02-16,2025-11-29,78.95,471
U0196,gold,AU,2024-04-28,50,466270.9600000001,212867.23,253403.72999999995,7,2024-01-15,2025-12-20,86.36,601
U0368,premium,UK,2024-08-24,50,406337.81,215897.05000000002,190440.76,7,2024-01-06,2025-12-23,86.36,486
U0486,gold,AU,2024-12-13,47,350855.11,140428.45,210426.65999999997,7,2024-01-31,2025-12-31,86.36,383
U0873,premium,US,2024-03-15,63,567608.7399999998,297319.00999999995,270289.73,7,2024-01-10,2025-12-27,95.83,652
U0822,gold,CA,2024-12-04,43,321634.02999999997,172245.49000000002,149388.53999999998,7,2024-01-22,2025-12-27,80.0,388
U0786,premium,CA,2024-07-15,47,412921.30999999994,179001.93999999997,233919.37,7,2024-01-13,2025-12-12,80.95,515
U0705,premium,CA,2024-08-08,47,410152.1299999999,168377.63,241774.5,7,2024-01-20,2025-12-01,91.3,480
U0653,basic,CA,2024-04-12,55,441040.41,156195.12999999998,284845.28,7,2024-01-07,2025-12-12,75.0,609
U0865,premium,UK,2024-05-02,56,470086.2,178794.30000000005,291291.89999999997,7,2024-01-02,2025-12-28,86.36,605
U0825,basic,CA,2024-03-06,39,329651.60000000003,228752.83000000002,100898.76999999999,7,2024-02-22,2025-12-18,85.71,652
U0358,premium,US,2024-11-20,52,433758.27,174307.57999999996,259450.69000000006,7,2024-02-01,2025-12-30,95.65,405
U0664,basic,US,2024-08-09,42,386153.05000000005,244202.93999999997,141950.11,7,2024-01-01,2025-12-21,68.42,499
U0127,basic,UK,2024-03-07,52,316137.3799999999,169458.98999999996,146678.39,7,2024-01-12,2025-12-28,91.3,661
U0165,gold,AU,2024-12-06,49,353535.0999999999,177904.19,175630.91,7,2024-01-04,2025-12-23,86.36,382
U0103,gold,US,2024-10-31,58,432989.7400000001,239220.97000000003,193768.77000000002,7,2024-01-01,2025-12-15,80.0,410
U0908,premium,AU,2024-04-18,52,513425.3700000001,288571.29,224854.08000000002,7,2024-01-10,2025-12-27,91.3,618
U0229,premium,AU,2024-12-12,45,314153.27999999997,99754.06000000003,214399.22,7,2024-01-21,2025-12-21,73.68,374
U0530,gold,UK,2024-02-22,44,375762.53,158086.43,217676.10000000006,7,2024-01-05,2025-12-28,95.83,675
U0945,premium,UK,2024-08-03,62,519280.24000000017,306233.51,213046.73,7,2024-01-02,2025-12-11,95.83,495
U0611,premium,CA,2024-11-27,51,454204.12999999995,215452.66,238751.47000000006,7,2024-01-23,2025-12-30,80.95,398
U0824,gold,AU,2024-10-02,53,420015.2900000001,275930.69999999995,144084.59,7,2024-01-08,2025-12-14,80.95,438
U0529,premium,US,2024-03-18,52,482589.1699999999,326618.18000000005,155970.99,7,2024-01-08,2025-11-19,85.71,611
U0649,gold,US,2024-06-26,48,383227.79000000004,242688.80000000005,140538.98999999996,7,2024-02-27,2025-12-27,73.68,549
U0423,gold,CA,2024-10-10,51,392599.55,218251.35999999996,174348.19,7,2024-01-18,2025-11-27,85.71,413
U0981,basic,AU,2024-01-13,45,393146.5399999999,203649.26,189497.28,7,2024-01-22,2025-12-30,73.68,717
U0404,basic,US,2024-07-28,53,390007.1100000001,181610.79,208396.31999999995,7,2024-01-01,2025-11-24,80.0,484
U0129,basic,US,2024-01-05,51,391345.10000000003,308618.79000000015,82726.31,7,2024-01-12,2025-12-06,86.36,701
U0904,gold,US,2024-11-22,46,412090.31000000006,170190.61999999997,241899.68999999997,7,2024-01-08,2025-12-26,86.36,399
U0504,gold,AU,2024-08-11,43,329413.04000000004,210024.05,119388.99,7,2024-01-04,2025-12-31,91.3,507
U0223,gold,US,2024-08-30,46,406427.54000000015,184702.49999999997,221725.04,6,2024-01-12,2025-12-05,80.0,462
U0557,premium,US,2024-08-12,44,340384.09,168281.87000000002,172102.21999999997,7,2024-01-23,2025-12-25,80.95,500
U0224,gold,AU,2024-04-21,63,541695.89,220654.80000000002,321041.0900000001,7,2024-01-03,2025-12-30,80.95,618
U0332,basic,CA,2024-04-07,45,373149.06000000006,233510.70000000007,139638.36000000002,7,2024-01-09,2025-11-29,80.0,601
U0912,gold,CA,2024-10-27,57,438642.74000000005,259302.93,179339.81,7,2024-01-18,2025-12-28,75.0,427
U0116,gold,US,2024-11-30,51,347792.1999999999,134980.31,212811.88999999998,7,2024-01-04,2025-12-24,80.95,389
U0888,gold,AU,2024-01-31,45,386731.04000000004,187370.88999999998,199360.15000000002,7,2024-01-07,2025-12-23,66.67,692
U0848,premium,AU,2024-06-12,48,407946.20999999996,252771.23999999996,155174.97,7,2024-01-27,2025-11-30,73.68,536
U0218,premium,US,2024-10-03,37,311359.36,169450.69,141908.67,7,2024-01-15,2025-12-28,80.95,451
U0058,gold,US,2024-09-05,53,431431.1500000001,170441.57000000004,260989.58000000002,7,2024-01-04,2025-12-23,86.36,474
U0546,gold,US,2024-12-25,36,253918.36,111943.85,141974.51,6,2024-01-12,2025-12-06,73.68,346
U0176,premium,CA,2024-01-24,39,290986.24999999994,132320.4,158665.85,7,2024-01-16,2025-12-22,80.95,698
U0416,basic,UK,2024-07-07,68,583527.7600000001,254252.40999999995,329275.3499999999,7,2024-01-05,2025-12-30,91.3,541
U0620,gold,CA,2024-11-04,50,355335.4900000001,207648.06999999995,147687.41999999998,7,2024-01-11,2025-12-30,80.0,421
U0080,basic,US,2024-01-28,48,378633.95999999996,135932.56999999998,242701.38999999998,7,2024-01-06,2025-12-31,86.36,703
U0297,basic,US,2024-02-06,55,405358.75,173461.36999999997,231897.37999999995,7,2024-02-14,2025-12-20,85.71,683
U0183,basic,AU,2024-12-22,45,361382.56000000006,205831.50000000003,155551.06000000003,7,2024-01-01,2025-12-31,75.0,374
U0733,premium,AU,2024-01-10,46,391674.42000000004,186076.15,205598.27,7,2024-01-17,2025-12-12,80.95,702
U0717,basic,AU,2024-09-22,54,483238.17999999993,309665.41000000003,173572.77,7,2024-02-08,2025-11-26,90.0,430
U0838,basic,UK,2024-03-12,54,410224.4300000001,151891.94,258332.48999999996,7,2024-01-10,2025-12-31,86.36,659
U0226,basic,US,2024-11-06,38,333039.27999999997,216451.82000000004,116587.45999999999,7,2024-01-07,2025-12-29,85.71,418
U0590,gold,CA,2024-09-20,46,346255.01999999996,208603.77999999997,137651.24,7,2024-01-22,2025-12-05,86.36,441
U0089,basic,AU,2024-09-05,51,474806.28999999986,253809.12999999998,220997.16,7,2024-01-16,2025-11-06,95.65,427
U0568,gold,US,2024-10-10,51,419587.36000000004,227497.1,192090.26,7,2024-01-03,2025-12-27,80.95,443
U0099,basic,US,2024-09-17,47,371788.43,225376.78000000003,146411.65000000002,7,2024-02-16,2025-12-02,80.0,441
U0111,gold,CA,2024-10-02,45,387027.13000000006,169549.27,217477.85999999996,7,2024-01-08,2025-12-28,80.0,452
U0085,basic,CA,2024-08-24,45,432323.13,200779.15,231543.97999999998,7,2024-01-08,2025-12-22,80.0,485
U0962,gold,US,2024-10-08,48,407774.16,209353.33999999994,198420.82,7,2024-01-14,2025-12-08,85.0,426
U0334,basic,UK,2024-09-16,52,274148.98999999993,159872.82,114276.17,7,2024-01-06,2025-12-26,68.42,466
U0643,basic,AU,2024-05-13,49,411495.25000000006,202774.03,208721.22000000003,7,2024-01-02,2025-12-18,91.3,584
U0022,basic,UK,2024-11-21,59,499820.5,259146.69,240673.81,7,2024-01-13,2025-12-07,90.91,381
U0519,premium,UK,2024-11-19,53,342534.01999999984,156943.46000000002,185590.56,7,2024-01-26,2025-12-24,91.3,400
U0434,gold,UK,2024-08-17,49,380926.19,148814.14,232112.04999999993,7,2024-01-05,2025-12-10,86.36,480
U0600,gold,CA,2024-06-25,45,392025.1599999999,175098.23,216926.93000000002,7,2024-01-09,2025-12-06,68.42,529
U0425,premium,US,2024-03-16,58,381834.3899999999,197618.40000000008,184215.99000000002,7,2024-01-05,2025-12-15,91.3,639
U0725,gold,UK,2024-10-25,48,408546.1200000001,157829.96000000002,250716.16,7,2024-01-02,2025-12-25,80.95,426
U0448,premium,CA,2024-11-29,46,440075.36000000016,236289.87,203785.48999999996,7,2024-01-05,2025-12-07,85.0,373
U0906,gold,UK,2024-08-10,53,437052.52999999997,191131.83,245920.69999999998,7,2024-01-19,2025-12-21,80.0,498
U0009,basic,UK,2024-08-17,51,445968.50999999995,210496.68999999997,235471.82,7,2024-01-25,2025-12-11,95.83,481
U0607,basic,CA,2024-05-30,57,468472.02,161422.49999999997,307049.52,7,2024-01-08,2025-11-30,90.91,549
U0903,basic,AU,2024-10-09,53,428368.39000000013,192613.69999999998,235754.69,7,2024-01-05,2025-12-20,75.0,437
U0598,premium,UK,2024-07-17,62,586195.68,350646.2,235549.47999999998,7,2024-01-03,2025-12-12,86.36,513
U0876,gold,AU,2024-04-27,41,352110.5300000001,209253.85000000003,142856.68,7,2024-01-10,2025-12-29,86.36,611
U0440,premium,US,2024-12-17,52,405559.74,138479.61,267080.12999999995,7,2024-01-22,2025-12-26,80.95,374
U0408,gold,UK,2024-08-20,55,348074.4900000001,169912.40999999997,178162.08000000005,7,2024-01-03,2025-12-22,75.0,489
U0797,premium,UK,2024-08-20,45,342537.2699999999,205765.37,136771.90000000002,7,2024-01-03,2025-12-20,86.36,487
U0492,premium,US,2024-03-02,50,445923.00999999995,247978.74000000002,197944.27,7,2024-01-09,2025-12-11,86.36,649
U0389,gold,UK,2024-03-08,34,233146.05000000002,143740.08,89405.97000000002,7,2024-01-03,2025-12-19,64.71,651
U0656,gold,CA,2024-10-09,62,578925.6500000003,285006.24000000005,293919.41,7,2024-01-17,2025-12-31,68.42,448
U0008,basic,AU,2024-04-11,47,453242.88000000006,273337.01999999996,179905.86,7,2024-01-01,2025-12-13,86.36,611
